"ISN_DOB_BIS_VIOL","BORO","BIN","BLOCK","LOT","ISSUE_DATE","VIOLATION_TYPE_CODE","VIOLATION_NUMBER","HOUSE_NUMBER","STREET","DISPOSITION_DATE","DISPOSITION_COMMENTS","DEVICE_NUMBER","DESCRIPTION","ECB_NUMBER","NUMBER","VIOLATION_CATEGORY","VIOLATION_TYPE"
"2806667","3","3068713","02758","00024","20251114","LBLVIO","11015","317","MANHATTAN AVENUE","20260113","CIANOW CRM Violation Dismissed","00203209","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO11015","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2817067","4","4059011","02611","00309","20251209","IMEGNCY","19802","58-98","54 STREET","20260110","FENCE ERECTED AS PER THE DECLARATION    REMEDY.",,"REMEDY: SECURE AND REPAIR APPROXIMATELY 16 FEET OF CONSTRUCTION FENCE",,"V*120925IMEGNCY19802","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2801124","1","1091671","00675","00012","20251114","LBLVIO","05472","311","11 AVENUE","20260113","CIANOW CRM Violation Dismissed","00003177","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05472","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801119","1","1091671","00675","00012","20251114","LBLVIO","05467","311","11 AVENUE","20260113","CIANOW CRM Violation Dismissed","00003172","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05467","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2792212","1","1062168","02082","00059","20250609","IMEGNCY","19283","3656","BROADWAY","20250613","IED IS RESOLVED. WORK COMPLETED BY OWNERAND VERIFIED BY DOB.",,"REMEDY:PROVIDE APPROXIMATELY 20 LINEAR FEET OF SIDEWALK AT EXPOSURE 2           ALONG W 151ST STREET AND.CONTINUE 5'TO WRAP CORNER OF EXPOSURE 1",,"V*060925IMEGNCY19283","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2808667","3","3129528","05462","00045","20251114","LBLVIO","13015","1975","51 STREET","20260113","CIANOW CRM Violation Dismissed","00208968","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO13015","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797706","1","1006104","00443","00048","20251114","LBLVIO","02054","58","EAST 1 STREET","20260113","CIANOW CRM Violation Dismissed","00903728","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02054","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801122","1","1091671","00675","00012","20251114","LBLVIO","05470","311","11 AVENUE","20260113","CIANOW CRM Violation Dismissed","00003175","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05470","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808666","3","3129528","05462","00045","20251114","LBLVIO","13014","1975","51 STREET","20260113","CIANOW CRM Violation Dismissed","00208967","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO13014","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2818053","3","3060683","02213","00058","20251231","C","CE30101JR","227","PENN STREET",,,,"UNPERMITTD STRUCTURAL, PARTIAL DEMO, & SUPPORT OF EXCAVATION                    COMPROMISED THE STRUCTURAL INTEGRITY, DESTABILIZING THE BUILDING AND            ADJACENT PROPERTY.  REMEDY: COMPLY W CODE; RETAIN NYS PE & CS IMMED TO          STABILIZE STRUCTURE, SECURE SITE & ADJ PROPS. SUBMIT PE PLANS BY 1/5             START WORK BY 1/6/26",,"V123125CCE30101JR","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2818054","1","1028795","01129","00001","20250220","FISPNRF","47228","341","COLUMBUS AVENUE",,,"903468","CYCLE 9A NO REPORT FILED",,"V022025FISPNRF47228","V-DOB VIOLATION - ACTIVE","FISPNRF-NO REPORT AND / OR LATE FILING (FACADE)                         FACADE  REQUIRED"
"2801123","1","1091671","00675","00012","20251114","LBLVIO","05471","311","11 AVENUE","20260113","CIANOW CRM Violation Dismissed","00003176","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05471","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809994","3","3245065","08686","00037","20251114","LBLVIO","14342","3105","BRIGHTON 3 STREET","20260113","CIANOW CRM Violation Dismissed","00164324","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO14342","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2814587","4","4435184","12039","00027","20251114","LBLVIO","18935","142-43","ROCKAWAY BOULEVARD","20260112","CIANOW CRM Violation Dismissed","00109658","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO18935","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811478","4","4003539","00281","00001","20251114","LBLVIO","15826","31-00","47 AVENUE","20260112","CIANOW CRM Violation Dismissed","00100684","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15826","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801121","1","1091671","00675","00012","20251114","LBLVIO","05469","311","11 AVENUE","20260113","CIANOW CRM Violation Dismissed","00003174","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05469","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2799892","1","1058665","01932","00001","20251114","LBLVIO","04240","2350","8 AVENUE","20260113","CIANOW CRM Violation Dismissed","00901494","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO04240","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2811477","4","4003539","00281","00001","20251114","LBLVIO","15825","31-00","47 AVENUE","20260112","CIANOW CRM Violation Dismissed","00100684","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15825","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2816720","4","4036658","01484","00015","20251201","C","25-02945","37-24","JUNCTION BOULEVARD","20260114","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/13/2026.",,"THE DEPARTMENT OF BUILDINGS INTENDS TO REVOKE THE APPROVAL AND PERMIT           ISSUED IN CONNECTION WITH THE APPLICATION #Q01164530 DUE TO SPECIAL             INSPECTOR WITHDRAWAL. STOP ALL WORK AND MAKE SITE SAFE.",,"V*120125C25-02945","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2806425","3","3063558","02457","00028","20251114","LBLVIO","10773","161","BROADWAY","20260113","CIANOW CRM Violation Dismissed","00008924","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO10773","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2801009","1","1088683","00735","00017","20251114","LBLVIO","05357","431","WEST 37 STREET","20260113","CIANOW CRM Violation Dismissed","00162224","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05357","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2816935","2","2019842","03429","00045","20251204","C","25-03010","212","HARDING PARK","20260114","STOP WORK ORDER RESCINDED AS PER BC LETTER DATED 1/13/26",,"BUILDING HAS BEEN OBSERVED HAVING SPECIAL INSPECTOR NANIK MASSAND               REMOVED FROM APPLICATION X00674404-I1 DUE TO SURRENDERING OF FILING             PRIVILEGES. NEW SPECIAL INSPECTOR MUST SUPERSEDE PREVIOUS INSPECTOR TO          PREVENT REVOCATION OF THE PERMIT FOR THIS JOB.",,"V*120425C25-03010","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2797519","1","1003703","00285","00025","20251114","LBLVIO","01867","201","EAST BROADWAY","20260114","CIANOW CRM Violation Dismissed","00086079","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO01867","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2807117","3","3075862","03313","00007","20251114","LBLVIO","11465","22","MENAHAN STREET","20260114","CIANOW CRM Violation Dismissed","00152679","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO11465","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2806424","3","3063558","02457","00028","20251114","LBLVIO","10772","161","BROADWAY","20260113","CIANOW CRM Violation Dismissed","00008924","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO10772","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2817240","2","2071866","05113","00025","20251212","IMEGNCY","19813","4740","WHITE PLAINS ROAD","20260114","OK TO DISMISS _OBSERVED BUILDING        BEING DEMOLISHED PER IED 19813",,"FULLY DEMOLISH THE BUILDING",,"V*121225IMEGNCY19813","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2816681","2","2080421","05562","00254","20251128","C","25-02910","2872","ROOSEVELT AVENUE","20260114","OK TO DISMISS  AS PER BC OFFICE RESCI   ND LETTER",,"BUILDING HAS BEEN OBSERVED HAVING SPECIAL INSPECTOR JAY KAVI (P.E)              REMOVED FROM APPLICATION X01105498-I1-DUE TO SURRENDERING OF FILING             PRIVILEGES. NEW SPECIAL INSPECTOR MUST SUPERSEDE PREVIOUS INSPECTOR TO          PREVENT REVOCATION OF THE PERMIT FOR THIS JOB.",,"V*112825C25-02910","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2818096","4","4023848","01091","00044","20251226","C","FEU40301AK","9701","24 AVENUE",,,,"FTM-AT TIME OF INSPECTION OBSVD BLDG TO BE IN A STATE OF DISREPAIR W/           FIRE,WATER & SMOKE DAMAGE THROUGHOUT.ROOF OPEN & ROOF JOIST CHARRED,            EXP3 WALL CHARRED,WINDOWS OUT.OWNER TO ENGAGE NYSPE ENDORSED CONT'R TO          EVAL ENTIRE BLDG& REPR OR DEMOLISH UNDER PERMIT,FILE FOR PERMIT BY              1/30/26",,"V122625CFEU40301AK","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2801008","1","1088683","00735","00017","20251114","LBLVIO","05356","431","WEST 37 STREET","20260113","CIANOW CRM Violation Dismissed","00162224","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05356","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797855","1","1008372","00527","00088","20251114","LBLVIO","02203","21","DOWNING STREET","20260114","CIANOW CRM Violation Dismissed","00206150","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02203","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2816492","2","2074144","05374","00021","20251121","C","25-02821","2824","DUDLEY AVENUE","20260114","OK TO DISMISS SWO RESCINDED AS PER      BC OFFICE LETTER DATED 1/13/26",,"BUILDING HAS BEEN OBSERVED HAVING SPECIAL INSPECTOR JAY KAVI (P.E)              REMOVED FROM APPLICATION X01173496-I1 DUE TO SURRENDERING OF FILING             PRIVILEGES. NEW SPECIAL INSPECTOR MUST SUPERSEDE PREVIOUS INSPECTOR TO          PREVENT REVOCATION OF THE PERMIT FOR THIS JOB.",,"V*112125C25-02821","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2797135","4","4098308","04083","00027","20251114","HBLVIO","01483","18-14","COLLEGE POINT BOULEVARD","20260114","CIANOW CRM Violation Dismissed","00052645","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V*111425HBLVIO01483","V*-DOB VIOLATION - DISMISSED","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2792254","4","4123553","05449","00031","20250610","P","25-01096","45-05","170 STREET","20260114","DOB DISMISSED AND PSWO RESCINDED        DUE TO NEW APPLICANT ON FILE",,"BASED ON COMMISSIONER'S SUSPENSION NOTIFICATION INTENDS TO REVOKE ALL           PLUMBING APPROVALS AND PERMIT ISSUED UNDER JOB# Q01182726 DUE TO                SUSPENSION OF LICENSE MASTER PLUMBER# 001138. STOP ALL PLUMBING WORK            UNDER ABOVE MENTIONED PERMIT IMMEDIATELY.",,"V*061025P25-01096","V*-DOB VIOLATION - DISMISSED","P-PLUMBING                                                        NONE"
"2796298","4","4098308","04083","00027","20251114","HBLVIO","00646","18-14","COLLEGE POINT BOULEVARD","20260114","CIANOW CRM Violation Dismissed","00052645","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL HGH PRESSURE INSPECTION",,"V*111425HBLVIO00646","V*-DOB VIOLATION - DISMISSED","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2801366","2","2002456","02443","00090","20251114","LBLVIO","05714","200","EAST 161 STREET","20260113","CIANOW CRM Violation Dismissed","00161766","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05714","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2818097","4","4449487","01091","00044","20251226","C","FEU40302AK","9703","24 AVENUE",,,,"FTM-AT TIME OF INSPECTION OBSVD BLDG TO BE IN A STATE OF DISREPAIR W/           FIRE,WATER, & SMOKE DAMAGE THROUGHOUT.ROOF OPEN & ROOF JOIST CHARRED,           EXP3 WALL CHARRED, WINDOWS OUT.OWNER TO ENGAGE A NYSPE ENDORSED                 CONT'R TO EVAL ENTIRE BLDG REPR OR DEMOLISH UNDER PERMIT,FILE FOR               PERMIT BY 1/30/26",,"V122625CFEU40302AK","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2813960","4","4221050","10381","00072","20251114","LBLVIO","18308","188-19","LINDEN BOULEVARD","20260114","CIANOW CRM Violation Dismissed","00169149","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO18308","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2815978","3","3062316","02343","00025","20251107","C","25-02516","123","NORTH 4 STREET","20260114","SWO FULLY RESCINDED",,"BOROUGH COMMISSIONER HAS ORDERED ALL WORK STOPPED UNDERPERMIT                   #B00683331-11 ON 11/6/25, DUE TO CONSTRUCTION SUPERINTENDENT                    WITHDRAWAL.",,"V*110725C25-02516","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2815823","1","1063680","02154","00082","20251103","IMEGNCY","19722","550","WEST 184 STREET","20251105","IED IS RESOLVED.  WORK COMPLETED BY     OWNER AND VERIFIED BY DOB.",,"REMEDY: PROVIDE APPROXIMATELY 50 LINEAR FEET OF SIDEWALK SHED AT                AUDUBON AVENUE (EXPOSURE #1) TO SAFEGUARD THE PUBLIC AND PROPERTY",,"V*110325IMEGNCY19722","V*-DOB VIOLATION - DISMISSED","IMEGNCY-IMMEDIATE EMERGENCY                                             ANYTHINGOPTIONAL"
"2816511","4","4061107","02736","00059","20251121","C","25-02795","60-01","METROPOLITAN AVENUE","20260115","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/15/2026.",,"BORO COMMISSIONER HAS ORDERED WORK STOPPED FOR # Q01073055-I1 DUE TO            INTENT TO REVOKE APPROVAL AND PERMIT",,"V*112125C25-02795","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2816531","4","4607281","09998","00095","20251121","C","25-02781","148-02","ARCHER AVENUE","20260115","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/12/2026.",,"BC SWO INTENT TO REVOKE APPROVAL & PERMIT JOB#Q01012500-I1",,"V*112125C25-02781","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2807749","3","3097661","04345","00001","20251114","LBLVIO","12097","783","GEORGIA AVENUE","20260114","CIANOW CRM Violation Dismissed","00084831","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO12097","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2800833","1","1084771","01304","07501","20251114","LBLVIO","05181","301","PARK AVENUE","20260115","CIANOW CRM Violation Dismissed","00002596","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO05181","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2810709","3","3337456","07920","00020","20251114","LBLVIO","15057","15","SOUTH MARKET STREET","20260115","CIANOW CRM Violation Dismissed","00160993","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO15057","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812602","4","4066016","02902","00003","20251114","LBLVIO","16950","83-06","GRAND AVENUE","20260114","CIANOW CRM Violation Dismissed","00063349","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO16950","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2790713","1","1087267","01313","07502","20250408","C","25-00578","130","EAST 59 STREET","20251008","VACATE RESCINDED #M01253354 WALL ERECTED",,"STRUCTURE RENDERED NON COMPLIANT DUE TO ADJACENT PROPERTY CAUSING               PARTIAL COLLAPSE OF CMU WALL AT CELLAR LEVEL EXP# 4. CMU WALL                   STABILITY IS COMPROMISED, WITH POTENTIAL FOR FURTHER COLLAPSE. FULL             VACATE ISSUED.",,"V*040825C25-00578","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2798307","1","1015632","00828","00001","20251114","LBLVIO","02655","776","6 AVENUE","20260115","CIANOW CRM Violation Dismissed","00072697","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02655","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2816532","4","4607281","09998","00095","20251121","C","25-02785","148-02","ARCHER AVENUE","20260115","OK TO DISMISS DOB VIOLATION AS PER BC   SWO RESCIND LETTER DATED 1/12/2026.",,"BC SWO INTENT TO REVOKE APPROVAL & PERMIT JOB#Q00823810-I1",,"V*112125C25-02785","V*-DOB VIOLATION - DISMISSED","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2812700","4","4081263","03402","00043","20251114","LBLVIO","17048","414","WOODWARD AVENUE","20260115","CIANOW CRM Violation Dismissed","00045660","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO17048","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2798329","1","1015758","00831","00019","20251114","LBLVIO","02677","1204","BROADWAY","20260116","CIANOW CRM Violation Dismissed","00171282","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02677","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2797187","4","4286167","13409","00008","20251114","HBLVIO","01535","149-03","GUY R BREWER BOULEVARD","20260116","CIANOW CRM Violation Dismissed","00162109","VIOLATION ISSUED-FAILURE TO FILE 2024 INTERNAL HGH PRESSURE INSPECTION",,"V*111425HBLVIO01535","V*-DOB VIOLATION - DISMISSED","HBLVIO-HIGH PRESSURE BOILER                                            BOILER  REQUIRED"
"2797934","1","1009394","00571","07502","20251114","LBLVIO","02282","22","EAST 14 STREET","20260116","CIANOW CRM Violation Dismissed","00082469","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO02282","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2808546","3","3125863","05366","00044","20251114","LBLVIO","12894","1573","39 STREET","20260116","CIANOW CRM Violation Dismissed","00102678","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO12894","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2818149","3","3401466","03886","00010","20250922","C","CE30501NB","113","SUNNYSIDE AVENUE",,,,"COMPLIANCE INSPECTIONS-PARTIAL COLLAPSE OF EXP#4 PARAPET DURING                 UNPERMITD WRK ON 9/9/25. SALAMON ENGINEERNG RPTS DATED 9/15 & 9/16              RECOMMEND WEEKLY STRUCTURAL STABILITY INSPECTIONS.  REMEDY: RETAIN NYS           PE TO PERFORM STABILITY INSPECTIONS AT LEAST ONCE PER WEEK. SUBMIT             REPORTS WEEKLY. SUBMIT FIRST REPORT 10/3/25",,"V092225CCE30501NB","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2798812","1","1033595","01239","00037","20251114","LBLVIO","03160","202","WEST 92 STREET","20260116","CIANOW CRM Violation Dismissed","00025860","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO03160","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2812606","4","4069591","02998","00028","20251114","LBLVIO","16954","63-20","WOODHAVEN BLVD","20260116","CIANOW CRM Violation Dismissed","00207862","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO16954","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2804256","3","3015913","00850","00071","20251114","LBLVIO","08604","719","58 STREET","20260116","CIANOW CRM Violation Dismissed","00165327","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO08604","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2803977","3","3005709","00382","00036","20251114","LBLVIO","08325","560","COURT STREET","20260116","CIANOW CRM Violation Dismissed","00109696","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO08325","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2809677","3","3192776","07128","00001","20251114","LBLVIO","14025","370","AVENUE U","20260116","CIANOW CRM Violation Dismissed","00171690","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO14025","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2818140","4","4235916","10997","00011","20251124","C","FEU41201BS","113-23","202 STREET",,,,"FAILURE TO MAINTAIN BLDG DUE TO FIRE.BUILDING SUFFERED A 1-ALARM FIRE           ON 11/23/2025.APPROX 25% OF THE 1STFL JOIST HAVE MINOR FIRE.FIRE                DAMAGE OBSERVED TO FINISHES THROUGHOUT @CELLAR&1STFL LEVELS.1.NYSPE             STRCTRL ENG TO IMMED EVAL ENT BLDG&DSGN RPAIRS,2.FILE FOR RPAIRS BY             3/2/26,3.OBTN PRMT(S) STRT WRK BY 3/16/26",,"V112425CFEU41201BS","V-DOB VIOLATION - ACTIVE","C-CONSTRUCTION                                                    OTHER   OPTIONAL"
"2812872","4","4084877","03528","00044","20251114","LBLVIO","17220","60-48","PALMETTO STREET","20260116","CIANOW CRM Violation Dismissed","00151177","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO17220","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
"2790049","3","3396901","00122","00013","20250305","AEUHAZ1","00267","200","CONCORD STREET","20260116","ECB DOWNGRADED TO CLASS 2 OR 3",,"FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION","37031546Y","V*030525AEUHAZ100267","V*-DOB VIOLATION - DISMISSED","AEUHAZ1-FAIL TO CERTIFY CLASS 1                                         NONE"
"2813145","4","4113682","05024","00073","20251114","LBLVIO","17493","144-47","ROOSEVELT AVENUE","20260116","CIANOW CRM Violation Dismissed","00069601","VIOLATION ISSUED-FAILURE TO FILE 2024 EXTERNAL LOW PRESSURE INSPECTION",,"V*111425LBLVIO17493","V*-DOB VIOLATION - DISMISSED","LBLVIO-LOW PRESSURE BOILER                                             BOILER  REQUIRED"
